MKZ;Messstellenname;Messstellenart;Ostwert;Nordwert;Messpunkthöhe;Filteroberkante;Filteroberkante (m unter Gelände);Filterunterkante;Filterunterkante (m unter Gelände);Ausbausohle;Geländehöhe;Höhensystem;Beobachtungsbeginn;Beobachtungsende;Analysenbeginn;Analyseende;Grundwasserleiterkomplex;Datenlogger;Grundwasserkörper;Kreis;Datenart;WRRL;WRRL;GEOMETRY;X_EPSG25833;Y_EPSG25833
44529001;Schleife, B 3/07;Grundwasserbeobachtungsrohr;464653.3502;5710575.951;132.07;111.4;20;109.4;22;109.4;131.4;DHHN92;;;2007;;Saale 2-Kaltzeit;;DESN_SP-3-1;Landkreis Görlitz;WS;J;ja;POINT (464654.246442986 5710575.91990397);464654.2464;5710575.92
4452B4597;Spreewitz, 4597;Grundwasserbeobachtungsrohr;460296.4777;5706648.49;118.76;88.9;29;84.9;33;84.9;117.9;NN;2006;;2005;;;;DESN_SP-3-1;Landkreis Bautzen;WS;N;nein;POINT (460297.355622287 5706648.42836129);460297.3556;5706648.428
4452B4607;Trattendorf, 4607;Grundwasserbeobachtungsrohr;461967.9226;5709856.965;127.66;90.7;36;86.7;40;86.7;126.7;NN;2006;;2005;;Elster 2-Kaltzeit;;DESN_SP-3-1;Landkreis Görlitz;WS;N;nein;POINT (461968.814483761 5709856.9305416);461968.8145;5709856.931
4452B4806;Mulkwitz, Nochten, 4806, Bhrg. 10649/1999;Messstellenbündel;462685.1151;5707243.928;154.5;100.4;53;96.4;57;96.4;153.4;DHHN92;2006;;2000;;Saale 1/2-Kaltzeit;;DESN_SP-3-1;Landkreis Görlitz;WS;J;ja;POINT (462686.005210633 5707243.86970946);462686.0052;5707243.87
44533080;Gablenz;Schachtbrunnen;476559.7824;5709298.848;140.12;;;;;136.12;139.72;NN;1950;;;;;;DESN_NE-MFB;Landkreis Görlitz;WS;J;ja;POINT (476560.692630588 5709298.80842958);476560.6926;5709298.808
4453B4327;Schleife, Halbendorf, B10158/1995;Grundwasserbeobachtungsrohr;465772.7029;5709998.978;126.44;114.64;10.96;112.64;12.96;110.6;125.6;DHHN92;;;2011;;Weichselkaltzeit (Terrassen);;DESN_SP-3-1;Landkreis Görlitz;WS;J;ja;POINT (465773.593739019 5709998.94111011);465773.5937;5709998.941
4453B4540;Weisswasser, 4540, Bhrg. 10450/1995;Grundwasserbeobachtungsrohr;471015.1395;5706684.263;141.59;135.7;6;131.7;10;131.7;141.7;NN;2006;;2006;;;;DESN_SP-3-1;Landkreis Görlitz;WS;N;nein;POINT (471016.06815666 5706684.22211267);471016.0682;5706684.222
4453B4672;Rohne, Nochten, 4672, Bhrg. 10329/1997;Messstellenbündel;465769.0795;5708042.17;122.33;74.4;48;70.4;52;69.4;122.4;DHHN92;2006;;1998;;mittelmiozäne Sande (Klettwitzer und Nochtener Schichten);;DESN_SP-3-1;Landkreis Görlitz;WS;J;ja;POINT (465769.978397226 5708042.12393853);465769.9784;5708042.124
4453B5631;Weißwasser, B11666I/07;Grundwasserbeobachtungsrohr;474277.2372;5706090.086;138.95;84;54;81;57;79;138;DHHN92;2007;;2011;;mittelmiozäne Sande (Klettwitzer und Nochtener Schichten);;DESN_SP-3-1;Landkreis Görlitz;WS;J;ja;POINT (474278.15809245 5706090.03176485);474278.1581;5706090.032
4453B5632;Weißwasser, B11666J/07;Grundwasserbeobachtungsrohr;474277.7344;5706093.185;138.99;136.9;1;133.9;4;132.9;137.9;DHHN92;2007;;;;;;DESN_SP-3-1;Landkreis Görlitz;WS;N;nein;POINT (474278.657919165 5706093.13052086);474278.6579;5706093.131
44540001;Bad Muskau, GWM 2/2017, ehemaliges WTW-Gelände;Grundwasserbeobachtungsrohr;480403.37;5709122.81;125.59;111.7;14;108.7;17;108.7;125.7;DHHN92;2018;;2018;;Elster 2-Kaltzeit;N;DESN_NE-MFB;Landkreis Görlitz;WS;J;ja;POINT (480403.370000001 5709122.81067175);480403.37;5709122.811
44542201;Bad Muskau,HyMuk 111/86;Grundwasserbeobachtungsrohr;480305.1212;5714799.082;129.03;98.23;29.87;96.33;31.77;95.1;128.1;NN;;;1996;;Saale 2-Kaltzeit;;DEBB_NE-4-2;Landkreis Görlitz;WS;J;ja;POINT (480306.021863139 5714799.09577748);480306.0219;5714799.096
4454B0080;Weißkeißel, Nochten, 80, Bhrg. 34/1986;Messstellenbündel;480144.1807;5705845.911;129.43;96.3;32.5;94.3;34.5;92.3;128.8;DHHN92;2006;;1997;;Elster 1-Kaltzeit;;DESN_NE-1-1;Landkreis Görlitz;WS;J;ja;POINT (480145.108954799 5705845.87889147);480145.109;5705845.879
4454B0088;Skerbersdorf, B 144Z/87;Grundwasserbeobachtungsrohr;487321.1776;5706215.61;114.37;96.5;17;92.5;21;90.5;113.5;NN;2011;;;;;J;DESN_NE-1-1;Landkreis Görlitz;WS;J;ja;POINT (487322.140968673 5706215.56898965);487322.141;5706215.569
4454B0089;Skerbersdorf, B 144/86;Messstellenbündel;487323.9733;5706219.406;114.09;40.5;73;36.5;77;34.5;113.5;NN;2011;;;;Sande (Thierbacher und Buchheimer Schichten / Brieske-Formation - Untermiozän bis Mitteleozän);;DESN_NE-1-1;Landkreis Görlitz;WS;N;nein;POINT (487324.939881813 5706219.36744578);487324.9399;5706219.367
4454B0135;Sagar,135 GWM;Messstellenbündel;487873.4553;5705920.328;116;85.5;29.3;83.5;31.3;79.3;114.8;NN;1997;;;;;;DESN_NE-1-1;Landkreis Görlitz;WS;N;nein;POINT (487874.417472462 5705920.28234745);487874.4175;5705920.282
4454B0136;Sagar,136 GWM;Messstellenbündel;487873.4549;5705920.318;115.9;63.3;51.5;61.3;53.5;57.3;114.8;NN;1997;;;;;;DESN_NE-1-1;Landkreis Görlitz;WS;J;ja;POINT (487874.417472462 5705920.28234745);487874.4175;5705920.282
4454B0165;Sagar,165 GWM;Grundwasserbeobachtungsrohr;484301.0084;5707480.903;111.04;31.6;78.5;27.6;82.5;25.6;110.1;NN;1997;;;;;;DESN_NE-1-1;Landkreis Görlitz;WS;J;ja;POINT (484301.960135315 5707480.88889104);484301.9601;5707480.889
4454B0168;Sagar,168 GWM;Grundwasserbeobachtungsrohr;484304.1024;5707490.506;111.26;104.1;6;100.1;10;98.1;110.1;NN;1997;;;;;;DESN_NE-1-1;Landkreis Görlitz;WS;N;nein;POINT (484305.058978564 5707490.48502519);484305.059;5707490.485
4454P00001;Przewoz,P - A1 GWM;Grundwasserbeobachtungsrohr;485039.1177;5707730.906;111.4;106.8;4;101.8;9;100.8;110.8;NN;1998;;;;;;DESN_NE-1-1;unbekannt;WS;N;nein;POINT (485040.067018874 5707730.88249743);485040.067;5707730.882
4454P00002;Przewoz,30/28H GWM;Grundwasserbeobachtungsrohr;486608.4724;5707071.163;116.59;61.39;54.6;59.49;56.5;58.99;115.99;NN;1998;;;;;;DESN_NE-1-1;unbekannt;WS;N;nein;POINT (486609.433490407 5707071.13286947);486609.4335;5707071.133
4454P00003;Przewoz,20/44H GWM;Grundwasserbeobachtungsrohr;488307.7747;5706221.498;115.74;53.81;61.3;51.81;63.3;51.31;115.11;NN;1998;;;;;;DESN_NE-1-1;unbekannt;WS;N;nein;POINT (488308.74632267 5706221.45809629);488308.7463;5706221.458
45390090;Leipzig, Lindenthal, Flughafen,Geo003e/2b,B3/4/78;Grundwasserbeobachtungsrohr;310004.59;5698744.67;138.92;91.61;46;89.61;48;87.61;137.61;DHHN2016;1992;;;;;;DESN_SAL-GW-052;Kreisfreie Stadt Leipzig;WS;N;nein;POINT (310004.589805282 5698744.67033169);310004.5898;5698744.67
45394676;Kölsa, B 46/76;Grundwasserbeobachtungsrohr;307567.07;5706082.07;116.03;106.28;8.99;104.28;10.99;102.28;115.27;DHHN2016;1982;2012;2002;;Elster 1-Kaltzeit;;DESN_VM-2-2;Landkreis Nordsachsen;WS;J;ja;POINT (307567.069784981 5706082.07033397);307567.0698;5706082.07
45396243;Zwochau;Schachtbrunnen;310585.2147;5705053.801;110.24;;;;;106.9;110.11;HN;1922;;;;Saale 1-Kaltzeit;;DESN_VM-2-2;Landkreis Nordsachsen;WS;N;nein;POINT (310585.640735351 5705053.47061779);310585.6407;5705053.471
45396268;Kursdorf;Schachtbrunnen;307734.6458;5699911.846;137.78;;;;;129.24;137.52;HN;1987;;;;;;DEST_SAL-GW-022;Landkreis Nordsachsen;WS;J;ja;POINT (307735.058506317 5699911.46912919);307735.0585;5699911.469
4539B5790;Grebehna, Hy 5790/2004 (NR5-2);Grundwasserbeobachtungsrohr;309536.8447;5704190.818;120.05;110.5;8.5;109.5;9.5;108.5;119;DHHN92;2008;;2005;;;;DESN_VM-2-2;Landkreis Nordsachsen;WS;J;ja;POINT (309537.260283952 5704190.46664377);309537.2603;5704190.467
45400013_2;Krostitz,P1/90 uP;Messstellenbündel;324350.84;5704096.29;137.62;126.12;10.74;120.65;16.21;120.25;136.86;DHHN2016;;;1996;;Elster 1-Kaltzeit;;DESN_VM-1-1;Landkreis Nordsachsen;WS;J;ja;POINT (324350.839886709 5704096.29033304);324350.8399;5704096.29
45400016;Zschortau,BP1/93;Grundwasserbeobachtungsrohr;317312.71;5705622.19;107.92;97.16;9.74;93.16;13.74;92;106.9;DHHN2016;1995;;1996;;Saale 1/2-Kaltzeit;J;DESN_VM-1-1;Landkreis Nordsachsen;WS;J;ja;POINT (317312.709850587 5705622.19033355);317312.7099;5705622.19
45400020;Hohenossig, HyKtz 1/97;Grundwasserbeobachtungsrohr;320631.9618;5702779.748;127.11;120.1;6.16;110.11;16.15;109.25;126.26;NN;2013;;2007;;Saale 1/2-Kaltzeit;;DESN_VM-1-1;Landkreis Nordsachsen;WS;J;ja;POINT (320632.429421588 5702779.42807151);320632.4294;5702779.428
45400022_1;Merkwitz,  B 22/66;Messstellenbündel;325097.9234;5698091.718;133.28;119.67;12.4;117.67;14.4;117.67;132.07;HN;1988;;;;;;DESN_SAL-GW-052;Landkreis Nordsachsen;WS;N;nein;POINT (325098.407631469 5698091.37228612);325098.4076;5698091.372
45400022_2;Merkwitz,  B 22/66;Messstellenbündel;325097.9234;5698091.718;133.09;104.07;28;102.07;30;102.07;132.07;HN;1988;;;;;;DESN_SAL-GW-052;Landkreis Nordsachsen;WS;N;nein;POINT (325098.407631469 5698091.37228612);325098.4076;5698091.372
45400048_1;Priester, B 48/77;Messstellenbündel;325459.39;5703642.66;143.33;103.17;39.2;100.17;42.2;96.9;142.37;DHHN2016;1988;;;;;;DESN_VM-1-1;Landkreis Nordsachsen;WS;N;nein;POINT (325459.38989168 5703642.6603329);325459.3899;5703642.66
45400048_2;Priester, B 48/77;Messstellenbündel;325459.39;5703642.66;143.29;69.87;72.5;65.87;76.5;62.6;142.37;DHHN2016;1988;;;;;;DESN_VM-1-1;Landkreis Nordsachsen;WS;N;nein;POINT (325459.38989168 5703642.6603329);325459.3899;5703642.66
45400522;Hohenheida;Schachtbrunnen;322700.2183;5699687.145;135.28;;;;;127.92;134.92;HN;1920;;;;Saale 1/2-Kaltzeit;;DESN_SAL-GW-052;Kreisfreie Stadt Leipzig;WS;J;ja;POINT (322700.686412108 5699686.81014469);322700.6864;5699686.81
45400717;Göbschelwitz;Schachtbrunnen;320699.6024;5699786.048;136.96;;;;;130.44;136.45;DHHN92;1953;;;;;;DESN_VM-1-1;Kreisfreie Stadt Leipzig;WS;J;ja;POINT (320700.06085868 5699785.71569329);320700.0609;5699785.716
45401342;Seehausen;Schachtbrunnen;320495.0441;5698248.694;133.2;;;;;120.44;133.06;DHHN92;1934;;;;;;DESN_SAL-GW-052;Kreisfreie Stadt Leipzig;WS;J;ja;POINT (320495.499790038 5698248.35497581);320495.4998;5698248.355
45406384;Hohenroda;Schachtbrunnen;321331.5933;5708387.416;106.56;;;;;97.26;106.56;NN;1923;;;;;;DESN_VM-1-1;Landkreis Nordsachsen;WS;N;nein;POINT (321332.045985252 5708387.07570845);321332.046;5708387.076
45406477;Großwölkau;Schachtbrunnen;325554.3954;5707522.424;105.22;;;;;100.9;104.82;DHHN92;1933;;;;;;DESN_VM-1-1;Landkreis Nordsachsen;WS;N;nein;POINT (325554.868202814 5707522.08517703);325554.8682;5707522.085
4.54E+43;Krostitz;Grundwasserbeobachtungsrohr;323578.2;5705325.26;111.97;99.14;13;97.14;15;96.14;112.14;DHHN2016;;;2023;;;N;DESN_VM-1-1;Landkreis Nordsachsen;WS;J;ja;POINT (323578.199882982 5705325.26033341);323578.1999;5705325.26
45410001_1;Hainichen,5/92/1;Messstellenbündel;334802.0318;5705057.665;100.15;75.75;23.09;73.85;24.99;73.84;98.84;NN;1994;;1994;;Miozäne (Kiessande);;DESN_VM-1-2-2;Landkreis Nordsachsen;WS;J;ja;POINT (334802.51629282 5705057.37019155);334802.5163;5705057.37
45410001_2;Hainichen,5/92/2;Messstellenbündel;334802.0318;5705057.665;100.05;46.75;52.09;36.75;62.09;34.74;98.84;NN;1994;;1994;2006;;;DESN_VM-1-2-2;Landkreis Nordsachsen;WS;N;nein;POINT (334802.516292822 5705057.37019155);334802.5163;5705057.37
45410012;Pönitz, TcL 5E/2007;Grundwasserbeobachtungsrohr;326449.1027;5697121.183;134.83;98.73;35;96.73;37;95.68;133.73;DHHN92;2009;;;;Miozäne (Kiessande);;DESN_SAL-GW-060;Landkreis Nordsachsen;WS;J;ja;POINT (326449.599506749 5697120.84621311);326449.5995;5697120.846
45410014;Kospa-Pressen;Grundwasserbeobachtungsrohr;329656.06;5704913.5;125.89;115.8;9.2;113.8;11.2;112.8;125;DHHN2016;;;2023;;;N;DESN_VM-1-1;Landkreis Nordsachsen;WS;J;ja;POINT (329656.05990847 5704913.50033329);329656.0599;5704913.5
45410015;Jesewitz;Grundwasserbeobachtungsrohr;330199.09;5698564.89;136.05;110.67;24.5;108.67;26.5;107.67;135.17;DHHN2016;;;2023;;;N;DESN_VM-1-2-2;Landkreis Nordsachsen;WS;J;ja;POINT (330199.089911262 5698564.89033142);330199.0899;5698564.89
45411587_1;Hainichen, B 256/87;Messstellenbündel;333589.7;5706215.07;116.58;82.35;33;78.35;37;74.35;115.35;DHHN2016;1988;;;;;;DESN_VM-1-2-2;Landkreis Nordsachsen;WS;J;ja;POINT (333589.699922122 5706215.0703337);333589.6999;5706215.07
45411587_2;Hainichen, B 256/87;Messstellenbündel;333589.7;5706215.07;116.48;47.35;68;43.35;72;39.35;115.35;DHHN2016;1988;;;;;;DESN_VM-1-2-2;Landkreis Nordsachsen;WS;N;nein;POINT (333589.699922122 5706215.0703337);333589.6999;5706215.07
45412066_1;Pressen, B 20/66;Messstellenbündel;328788.99;5704360.79;134.4;119.8;13.47;117.8;15.47;117.8;133.27;DHHN2016;1988;;;;;;DESN_VM-1-1;Landkreis Nordsachsen;WS;J;ja;POINT (328788.989905233 5704360.79033312);328788.9899;5704360.79
4541507f;Püchau - Gotha, Straße, 507/93 oben;Grundwasserbeobachtungsrohr;335241.8197;5697960.54;124.05;107.45;15.73;95.55;27.63;95.55;123.18;DHHN92;;;2007;;Elster 2-Kaltzeit;;DESN_VM-1-2-2;Landkreis Leipzig;WS;J;ja;POINT (335241.819628182 5697960.54036129);335241.8196;5697960.54
45416104;Kossen;Schachtbrunnen;335814.46;5698314.39;105.88;;;;;102.43;105.84;DHHN2016;1933;;;;Auebildungen;;DESN_VM-1-2-2;Landkreis Nordsachsen;WS;N;nein;POINT (335814.459929875 5698314.3903314);335814.4599;5698314.39
45416459;Eilenburg, B 6/69;Messstellenbündel;333709.7883;5703107.462;131.84;103.61;27.2;101.61;29.2;101.61;130.81;HN;1970;;;;;;DESN_VM-1-2-2;Landkreis Nordsachsen;WS;J;ja;POINT (333710.282310221 5703107.15312966);333710.2823;5703107.153
45416467;Groitzsch, B 3/69 unten;Messstellenbündel;335323.504;5699861.68;126.8;98.9;27.11;97.01;29;97.01;126.01;DHHN92;1971;;;;;;DESN_VM-1-2-2;Landkreis Nordsachsen;WS;N;nein;POINT (335323.503888246 5699861.68033185);335323.5039;5699861.68
45416539;Wölpern;Schachtbrunnen;332087.79;5701454.98;140.09;;;;;136.95;139.76;DHHN2016;1988;;;;;;DESN_VM-1-2-2;Landkreis Nordsachsen;WS;N;nein;POINT (332087.789917612 5701454.98033229);332087.7899;5701454.98
45420005;Canitz, B 432/93 F;Grundwasserbeobachtungsrohr;339785.41;5697352.58;114.66;104.86;8.93;99.86;13.93;99.86;113.79;DHHN92;;;2007;;Weichselkaltzeit (Terrassen);;DESN_VM-1-2-1;Landkreis Leipzig;WS;J;ja;POINT (339785.409940984 5697352.58033116);339785.4099;5697352.58
45420006;Lossa, IIc/92;Grundwasserbeobachtungsrohr;339936.15;5698190.73;114.84;104.74;9.08;97.94;15.88;97.82;113.82;DHHN92;2023;;2007;;Weichselkaltzeit (Terrassen);;DESN_VM-1-2-1;Landkreis Leipzig;WS;J;ja;POINT (339936.149941302 5698190.73033141);339936.1499;5698190.73
45420008;Paschwitz, GWM 1/2011;Grundwasserbeobachtungsrohr;340651.0335;5704226.911;106.13;91.94;13.2;89.94;15.2;89.14;105.14;DHHN92;;;2011;;Weichselkaltzeit (Terrassen);;DESN_VM-1-3;Landkreis Nordsachsen;WS;J;ja;POINT (340651.558575824 5704226.62095525);340651.5586;5704226.621
45420899;Hohburg;Schachtbrunnen;347338.3991;5697938.739;127.74;;;;;123.27;127.7;HN;1923;;;;;;DESN_VM-1-4;Landkreis Leipzig;WS;J;ja;POINT (347338.958560736 5697938.45497779);347338.9586;5697938.455
45426104;Sprotta;Bohrbrunnen;340468.2283;5706499.254;101.86;;;;;90.53;101.68;NN;1991;;;;;;DESN_VM-1-3;Landkreis Nordsachsen;WS;N;nein;POINT (340468.741840405 5706498.97226381);340468.7418;5706498.972
45426108;Paschwitz;Schachtbrunnen;341646.2806;5704093.359;114.19;;;;;100.4;113.83;HN;1968;;2006;2006;;;DESN_VM-1-3;Landkreis Nordsachsen;WS;J;ja;POINT (341646.812800213 5704093.07228882);341646.8128;5704093.072
45426110;Sprotta, B 4/67;Grundwasserbeobachtungsrohr;339267.1309;5705817.364;104.56;95.59;8.3;94.59;9.3;94.59;103.89;DHHN92;1967;;;;;;DESN_VM-1-3;Landkreis Nordsachsen;WS;N;nein;POINT (339267.647968224 5705817.07454987);339267.648;5705817.075
45426111;Eilenburg-Ost, B 11/68;Grundwasserbeobachtungsrohr;338281.4872;5705076.454;106.06;95.16;9.8;94.16;10.8;94.16;104.96;DHHN92;1967;;;;;;DESN_VM-1-3;Landkreis Nordsachsen;WS;J;ja;POINT (338282.00003693 5705076.16781682);338282;5705076.168
45426142;Mölbitz, B 10/67;Messstellenbündel;343346.3872;5704093.406;135.02;125.11;9;123.11;11;123.11;134.11;HN;1967;;;;Saale 1-Kaltzeit;J;DESN_EL-2-1;Landkreis Nordsachsen;WS;J;ja;POINT (343346.925094733 5704093.12362671);343346.9251;5704093.124
45430001;Schildau,HyShu2/92;Grundwasserbeobachtungsrohr;357010.8237;5702643.332;122.4;115.1;6.77;113.1;8.77;112.37;121.87;HN;1995;;1996;;Elster 2-Kaltzeit;J;DESN_EL-2-1;Landkreis Nordsachsen;WS;J;ja;POINT (357011.41069304 5702643.07655397);357011.4107;5702643.077
45430523;Ochsensaal;Schachtbrunnen;357584.2107;5697894.757;160.93;;;;;159.03;160.53;HN;1921;;;;;;DESN_VM-1-4;Landkreis Nordsachsen;WS;J;ja;POINT (357584.812309425 5697894.47909038);357584.8123;5697894.479
45431737;Thammenhain;Schachtbrunnen;350566.9688;5699660.537;141.66;;;;;138.61;141.26;DHHN92;1940;;;;;;DESN_VM-1-4;Landkreis Leipzig;WS;J;ja;POINT (350567.53921801 5699660.25748881);350567.5392;5699660.257
4543W0001;Dahlen, OT Schmannewitz, WW, B 1/77;Bohrbrunnen;359479.3557;5696693.517;165.4;103.4;63.5;93.4;73.5;91.4;166.9;HN;;;2006;;Elster 2-Kaltzeit;;DESN_EL-2-5-6;Landkreis Nordsachsen;WS;J;ja;POINT (359479.927797375 5696693.24501351);359479.9278;5696693.245
45440004;Arzberg;Grundwasserbeobachtungsrohr;369134.26;5706926.55;86.61;76.64;9.1;74.64;11.1;73.64;85.74;DHHN2016;;;2023;;;;DESN_EL-2-2;Landkreis Nordsachsen;WS;J;ja;POINT (369134.259985459 5706926.55033445);369134.26;5706926.55
45440655;Olganitz;Schachtbrunnen;367969.42;5696717.19;149.09;;;;;145.05;149.11;DHHN2016;1922;;;;Elster 2-Kaltzeit;;DESN_EL-2-5-6;Landkreis Nordsachsen;WS;J;ja;POINT (367969.419984743 5696717.19033144);367969.42;5696717.19
45445018;Köllitzsch, B 3/84;Grundwasserbeobachtungsrohr;370618.9922;5704761.021;87.35;77.34;8.9;75.34;10.9;74.34;86.24;NN;1993;;;;;J;DESN_EL-2-2;Landkreis Nordsachsen;WS;N;nein;POINT (370619.578745799 5704760.81299353);370619.5787;5704760.813
45445019;Tauschwitz;Grundwasserbeobachtungsrohr;371477.8291;5706433.766;88.5;80.3;7.18;78.4;9.08;78.4;87.48;HN;1966;;;;Auebildungen;;DESN_EL-2-2;Landkreis Nordsachsen;WS;J;ja;POINT (371478.419011986 5706433.56265445);371478.419;5706433.563
45445020;Wohlau, B1/07;Grundwasserbeobachtungsrohr;371867.9126;5699765.979;110.79;98.4;11.4;96.4;13.4;96.4;109.8;DHHN92;;;2007;;Elster 2-Kaltzeit;;DESN_EL-2-1;Landkreis Nordsachsen;WS;J;ja;POINT (371868.517022539 5699765.75038235);371868.517;5699765.75
45460301;Spansberg;Schachtbrunnen;388291;5697598;93.6;;;;;90.56;93.03;NN;1919;;;;;;DESN_SE-3-1;Landkreis Meißen;WS;J;ja;POINT (388290.999995243 5697598.00033199);388291;5697598
45461636;Nieska;Schachtbrunnen;385938.8482;5698876.825;92.51;;;;;87.31;92.51;NN;1938;;;;;;DESN_SE-3-1;Landkreis Meißen;WS;J;ja;POINT (385939.521763791 5698876.61427551);385939.5218;5698876.614
45466003;Nieska,Hy Fibg 1/94;Grundwasserbeobachtungsrohr;385287.1996;5697928.542;93.38;87.38;5;84.38;8;84.38;92.38;HN;;;1995;;Saale 1-Kaltzeit;;DEBB_SE-4-2;Landkreis Meißen;WS;J;ja;POINT (385287.870298581 5697928.33526537);385287.8703;5697928.335
45500001;Lauta;Grundwasserbeobachtungsrohr;438177.24;5698215.25;122.96;113.7;8.1;110.7;11.1;109.7;121.8;DHHN2016;;;2018;;Weichselkaltzeit (Terrassen);N;DESN_SE-1-1;Landkreis Bautzen;WS;J;ja;POINT (438177.239999921 5698215.25033255);438177.24;5698215.25
45503444;Koselbruch;Bohrbrunnen;441283.6554;5697830.317;132.11;;;;;119.19;131.76;NN;1975;;;;;;DESN_SE-1-1;Landkreis Bautzen;WS;J;ja;POINT (441284.486117647 5697830.21800339);441284.4861;5697830.218
45503801_1;LAUTA B3/94 oben;Messstellenbündel;438342;5699731;126.76;120.46;5;105.46;20;105.46;125.46;DHHN2016;2004;;;;;;DESN_SE-1-1;Landkreis Bautzen;WS;J;ja;POINT (438341.999999924 5699731.000333);438342;5699731
45509002;Leippe, B 24/07;Grundwasserbeobachtungsrohr;434946.1762;5695069.501;136.1;128.4;7.9;126.4;9.9;126.4;136.3;DHHN92;2007;;2007;;Weichselkaltzeit (Terrassen);J;DESN_SE-1-1;Landkreis Bautzen;WS;J;ja;POINT (434946.997924864 5695069.3761472);434946.9979;5695069.376
4550B145;Torno-Siedlung, Heide VI;Grundwasserbeobachtungsrohr;435147.127;5698341.164;138.77;134;4;130;8;130;138;DHHN92;1991;;;;;;DESN_SE-1-1;Landkreis Bautzen;WS;J;ja;POINT (435147.945213779 5698341.06562845);435147.9452;5698341.066
45510001;Michalken, HyMicn 4/1995;Grundwasserbeobachtungsrohr;441973.3602;5695779.148;145.49;137.69;7;134.69;10;134.69;144.69;HN;2008;;;;;J;DESN_SE-1-3-2;Landkreis Bautzen;WS;J;ja;POINT (441974.192815632 5695779.0327316);441974.1928;5695779.033
45510012;Spohla;Grundwasserbeobachtungsrohr;449859.61;5694602.89;122.15;113.95;7.15;110.95;10.15;109.9;121.1;DHHN92;2017;;2017;;Weichselkaltzeit (Terrassen);;DESN_SE-1-2;Landkreis Bautzen;WS;J;ja;POINT (449860.460003766 5694602.76791713);449860.46;5694602.768
45512208;Seidewinkel,Hy Seiw 1/97;Grundwasserbeobachtungsrohr;450784.2821;5701178.375;118.5;79.5;38;77.5;40;77.4;117.5;HN;1997;;1998;2002;;J;DEBB_SE-4-1;Landkreis Bautzen;WS;N;nein;POINT (450785.154033885 5701178.28786329);450785.154;5701178.288
45512209;Seidewinkel,Hy Seiw 1z/97;Grundwasserbeobachtungsrohr;450785.0928;5701178.632;118.48;87.68;29.92;85.88;31.72;85.6;117.6;HN;;;1998;;Saale 1-Kaltzeit;;DEBB_SE-4-1;Landkreis Bautzen;WS;J;ja;POINT (450785.963712203 5701178.54775242);450785.9637;5701178.548
4553B4537;Boxberg, Nochten, 4537, Bhrg. 10447/1995;Grundwasserbeobachtungsrohr;468884.3475;5699162.131;127.78;66.1;61;62.1;65;62.1;127.1;DHHN92;2006;;1997;;anthropogen (Aufschüttung);;DESN_SP-3-1;Landkreis Görlitz;WS;J;ja;POINT (468885.255988175 5699162.04974826);468885.256;5699162.05
4553B4539;Boxberg, Nochten, 4539, Bhrg.10449/1995;Grundwasserbeobachtungsrohr;467667.8381;5697907.455;122.36;72.4;49;67.4;54;67.4;121.4;DHHN92;2006;;1997;;;;DESN_SP-3-1;Landkreis Görlitz;WS;J;ja;POINT (467668.731909169 5697907.3621511);467668.7319;5697907.362
4553B4813;Boxberg, Nochten, 4813, Bhrg.5692/1987;Grundwasserbeobachtungsrohr;471974.4729;5696651.528;131.01;55.1;75;53.1;77;48.6;130.1;DHHN92;2006;;2002;;Elster 2-Kaltzeit;;DESN_SP-3-1;Landkreis Görlitz;WS;J;ja;POINT (471975.398190066 5696651.42767763);471975.3982;5696651.428
45540001;Rietschen, B 2/2008;Grundwasserbeobachtungsrohr;484666;5694312;143.06;140.16;2.19;133.85;8.5;133.75;142.35;HN;2017;;;;;J;DESN_SP-2-1;Landkreis Görlitz;WS;N;nein;POINT (484666 5694312.00033152);484666;5694312
4554B0022;Dorfstelle Neudorf, 22, Bhrg. 63/1986;Messstellenbündel;484625.0208;5703355.167;129.27;105.2;23.5;103.2;25.5;103.2;128.7;NN;2006;;;;;;DESN_NE-1-1;Landkreis Görlitz;WS;N;nein;POINT (484625.994856842 5703355.13668676);484625.9949;5703355.137
4554B0038;Skerbersdorf, B 95/86;Messstellenbündel;485150.0221;5704963.325;124.79;77.2;46.9;73.2;50.9;68.75;124.1;NN;2011;;;;;J;DESN_NE-1-1;Landkreis Görlitz;WS;J;ja;POINT (485150.99871879 5704963.28876687);485150.9987;5704963.289
4554B0039;Skerbersdorf, B 95/86;Messstellenbündel;485150.0221;5704963.325;124.66;40.6;83.5;36.6;87.5;34.1;124.1;NN;2011;;;;;J;DESN_NE-1-1;Landkreis Görlitz;WS;J;ja;POINT (485150.99871879 5704963.28876687);485150.9987;5704963.289
4554B3426;Bresina, 3426, Bhrg. 4115A/1984;Messstellenbündel;477484.614;5702584.581;129.14;80.3;48;78.3;50;78.3;128.3;NN;2006;;;;mittelmiozäne Sande (Klettwitzer und Nochtener Schichten);;DESN_NE-1-1;Landkreis Görlitz;WS;N;nein;POINT (477485.544807396 5702584.5065881);477485.5448;5702584.507
4554B3631;Haide, 3631, Bhrg. 4451/1983;Grundwasserbeobachtungsrohr;477873.3187;5698702.645;136.61;91.8;44.9;87.8;48.9;87.8;136.7;NN;2006;;;;;;DESN_SP-3-1;Landkreis Görlitz;WS;N;nein;POINT (477874.255872737 5698702.55633056);477874.2559;5698702.556
